Title,PromptURL,Description,Category,Level,PromptTags,Updated
Create Scientific Article Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/create_scientific_article_guide.md,"Erstellen Sie einen detaillierten Leitfaden zum Verfassen wissenschaftlicher Artikel, die zur Veröffentlichung in einem OT (Operational Technology)-Cybersecurity-Magazin...",AI 4 FREE EDUCATION,Profi,"Content, Prozesse",2025-12-24
Create Vision And Goals,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/create_vision_and_goals.md,Erstellen Sie eine umfassende Vision für das Jahr 2025 und entwickeln Sie entsprechende Ziele und einen Masterplan. Führen Sie mich durch die folgenden Schritte:,AI 4 FREE EDUCATION,Profi,Strategie,2025-12-24
Create Website Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/create_website_guide.md,``` Erstelle einen umfassenden Leitfaden zur Bestimmung wesentlicher Seiten und Inhaltsthemen für eine neue Website im Bereich Psychotherapie mit Fokus auf SEO-Best-Practices....,AI 4 FREE EDUCATION,Profi,"Analyse, Content, Strategie",2025-12-24
Cultural Competency In Leadership,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/cultural_competency_in_leadership.md,Erstelle einen umfassenden Leitfaden zur Verbesserung der kulturellen Kompetenz als inklusive Führungskompetenz im Technologiesektor. Gehe auf folgende Punkte ein:,AI 4 FREE EDUCATION,Experte,"Training, Strategie",2025-12-24
Define Your Business Niche,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/define_your_business_niche.md,Erstelle einen umfassenden Leitfaden zur Definition einer Nische beim Start eines Geschäfts. Der Leitfaden sollte folgende Aspekte abdecken:,AI 4 FREE EDUCATION,Einsteiger,"Research, Strategie",2025-12-24
Develop Online News Platform,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/develop_online_news_platform.md,"Erstelle einen umfassenden Leitfaden zur Entwicklung einer Online-Plattform, die sich auf die Bereitstellung präziser Nachrichtenbulletins über afrikanische Märkte...",AI 4 FREE EDUCATION,Experte,"Adoption, Finance, Stakeholder, Prozesse, Strategie",2025-12-24
Digital Marketing Course Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/digital_marketing_course_outline.md,"Erstellen Sie eine umfassende Gliederung für einen Digital-Marketing-Kurs, der sich auf den Start und die Automatisierung eines Online-Geschäfts konzentriert. Der Kurs ist in...",AI 4 FREE EDUCATION,Einsteiger,"Training, Automation, Finance, Template, Email",2025-12-24
Excel Guide For Business Managers,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/excel_guide_for_business_managers.md,"Erstelle einen Leitfaden zur Verwendung von Microsoft Excel für Geschäftsführer, die mittlere Fähigkeiten zur Berichterstellung und -verwaltung nutzen möchten. Der Leitfaden...",AI 4 FREE EDUCATION,Einsteiger,"Safety, Training, Automation, Analyse, Reporting",2025-12-24
Faceless Tiktok Channel Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/faceless_tiktok_channel_plan.md,"Erstellen Sie einen detaillierten Plan für den Aufbau eines erfolgreichen gesichtslosen TikTok-Kanals, der sich auf [THEMA] konzentriert. Gehen Sie auf die folgenden Aspekte ein:",AI 4 FREE EDUCATION,Einsteiger,"Analyse, Content, Reporting, Strategie",2025-12-24
Fantasy Football Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/fantasy_football_guide.md,"Erstelle einen umfassenden Leitfaden zur Unterstützung in einer Fantasy Football League, speziell einer PPR (Points Per Reception) Superflex Dynasty League. Behandle die...",AI 4 FREE EDUCATION,Profi,"Analyse, Reporting, Strategie",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/FoundationalNutritionFitnessCourse.md,"Du bist ein Experte für Instruktionsdesign und E-Learning-Entwicklung mit fundiertem Hintergrund in Ernährungs- und Fitnessbildung. Ich baue einen E-Learning-Kurs auf, der sich...",AI 4 FREE EDUCATION,Experte,"Training, Content, Strategie",2025-12-24
Franks Ultimate Brain Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/franks_ultimate_brain_guide.md,"Erstelle einen umfassenden und personalisierbaren Leitfaden zur Implementierung von ""Frank's Ultimate Brain"". Der Leitfaden sollte Folgendes beinhalten:",AI 4 FREE EDUCATION,Einsteiger,"Content, SOP",2025-12-24
Gre Study Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/GRE_Study_Guide.md,"""Erstelle einen detaillierten Lernleitfaden mit Schritt-für-Schritt-Anleitungen, Zeile für Zeile, wie man effektiv für den GRE lernt und ihn erfolgreich besteht. Der Leitfaden...",AI 4 FREE EDUCATION,Profi,"Training, Strategie",2025-12-24
Guide To Develop Digital Product,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/guide_to_develop_digital_product.md,"Erstellen Sie einen detaillierten Leitfaden, der mir hilft, ein digitales Produkt in der Branche für digitale Produkte zu entwickeln. Hier ist, was ich brauche:",AI 4 FREE EDUCATION,Profi,"Research, Strategie, Retail",2025-12-24
Instagram Strategy Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/instagram_strategy_guide.md,"Ich möchte mein Verständnis und meine Nutzung von KI verbessern, insbesondere für die Erstellung effektiver Instagram-Posts. Ich investiere derzeit Geld in Online-Werbung,...",AI 4 FREE EDUCATION,Einsteiger,Strategie,2025-12-24
Integrate Chatbot Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/integrate_chatbot_guide.md,Erstelle einen detaillierten und umfassenden Leitfaden zur Integration eines benutzerdefinierten GPT-ähnlichen Chatbots in eine Website. Deine Antwort sollte Folgendes enthalten:,AI 4 FREE EDUCATION,Einsteiger,"Strategie, Script",2025-12-24
Mental Health Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/mental_health_guide.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 FREE EDUCATION,Einsteiger,Strategie,2025-12-24
Nih Grant Writing Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/nih_grant_writing_guide.md,"Erstellen Sie einen NIH-Leitfaden zum Schreiben von Förderanträgen, der die wesentlichen Komponenten und Best Practices für das Verfassen eines erfolgreichen Antrags umreißt....",AI 4 FREE EDUCATION,Einsteiger,"Research, Finance, Strategie",2025-12-24
Optimize Content For Seo,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/optimize_content_for_seo.md,"Erstelle einen umfassenden Leitfaden zur Optimierung von Inhalten für SEO, der alle relevanten Dimensionen behandelt. Deine Antwort sollte folgende Aspekte abdecken:",AI 4 FREE EDUCATION,Profi,"Analyse, Content, Strategie",2025-12-24
Optimize Landing Page Seo,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/optimize_landing_page_seo.md,Erstelle einen detaillierten SEO-Optimierungsleitfaden zur Verbesserung der Leistung einer Landing Page. Deine Antwort sollte sich auf die folgenden Bereiche konzentrieren:,AI 4 FREE EDUCATION,Profi,"Analyse, Content, Strategie",2025-12-24
Optimize Website Seo And Ux,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/optimize_website_seo_and_ux.md,Erstelle einen umfassenden Leitfaden zur Optimierung von Website-SEO und UX. Deine Anleitung sollte insbesondere die folgenden Aspekte behandeln:,AI 4 FREE EDUCATION,Experte,"Analyse, Content, Decision, Strategie",2025-12-24
Oversharing Book Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/oversharing_book_guide.md,"Helfen Sie mir, ein Buch für Weihnachten zu erstellen, das auf meiner erfolgreichen Instagram-Serie ""Oversharing with Strangers"" basiert. Ich benötige Unterstützung bei Folgendem:",AI 4 FREE EDUCATION,Profi,"Content, Strategie",2025-12-24
Plan Perfect Honeymoon,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/plan_perfect_honeymoon.md,"Plane meine perfekte Hochzeitsreise mit meiner Frau, indem du die folgenden Aspekte berücksichtigst:",AI 4 FREE EDUCATION,Profi,,2025-12-24
Prepare And File Appeal Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/prepare_and_file_appeal_guide.md,Entwirf einen umfassenden Leitfaden für die Vorbereitung und Einreichung einer Berufung als Pro-se-Prozesspartei im Berufungsgericht. Füge die folgenden Elemente hinzu:,AI 4 FREE EDUCATION,Einsteiger,"Prozesse, Strategie",2025-12-24
Presentation Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/Presentation%20Outline.md,"Erstellen Sie einen Entwurf für eine Studenten-Videopräsentation. Der Entwurf sollte umfassend und strukturiert sein, um Klarheit und Engagement während der gesamten...",AI 4 FREE EDUCATION,Einsteiger,"Checkliste, Adoption, Content, Script",2025-12-24
Reflecting For Better Decisions,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/reflecting_for_better_decisions.md,"Reflektiere über deine Erfahrungen aus 2024, um Erkenntnisse zu gewinnen und dich auf bessere Entscheidungen in 2025 vorzubereiten. Berücksichtige die folgenden Aspekte, um...",AI 4 FREE EDUCATION,Profi,"Training, Finance, Decision, Strategie",2025-12-24
Reimagine Hooks,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/reimagine_hooks.md,"Stelle dir die folgenden klischeehaften Hooks neu vor und schreibe sie um, verwandle sie in frische, originelle Ausdrücke. Konzentriere dich darauf, die Kreativität und das...",AI 4 FREE EDUCATION,Einsteiger,Automation,2025-12-24
Research And Validate Business Idea,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/research_and_validate_business_idea.md,``` Erstelle einen umfassenden Leitfaden zur Recherche und Validierung einer Geschäftsidee. Deine Antwort sollte Folgendes enthalten:,AI 4 FREE EDUCATION,Profi,"Research, Finance, Analyse, Prozesse, Strategie",2025-12-24
Rfp Response Assistance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/rfp_response_assistance.md,"Sie werden bei der Erstellung von Antworten für eine Ausschreibung (Request for Proposal, RFP) unter Verwendung des bereitgestellten Stils und der Richtlinien helfen. Befolgen...",AI 4 FREE EDUCATION,Einsteiger,,2025-12-24
Sales Performance Report Template,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/sales_performance_report_template.md,Erstelle eine detaillierte Berichtsvorlage zur Verfolgung der Verkaufsleistung in einer Anlageberatungsfirma. Befolge diese Richtlinien:,AI 4 FREE EDUCATION,Einsteiger,"Template, Reporting, Retail",2025-12-24
Self Improvement Techniques,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/self_improvement_techniques.md,"Erstellen Sie eine Antwort, als würden Sie Ratschläge von Tony Robbins zum Aufbau besserer Selbstgespräche und Selbstverbesserung zur Erreichung persönlicher Ziele geben....",AI 4 FREE EDUCATION,Profi,Strategie,2025-12-24
Social Media Content Calendar,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/social_media_content_calendar.md,"Erstelle einen 30-Tage-Social-Media-Content-Kalender, der sich darauf konzentriert, Benutzer darüber aufzuklären, wie man online Geld mit KI verdient. Stelle sicher, dass der...",AI 4 FREE EDUCATION,Einsteiger,"Content, Strategie",2025-12-24
Start Company Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/start_company_guide.md,"Erstelle einen umfassenden Schritt-für-Schritt-Leitfaden, wie man eine Unternehmensidee von Grund auf startet. Füge detaillierte Anweisungen und Ratschläge hinzu, die die...",AI 4 FREE EDUCATION,Profi,"Research, Finance, Analyse, Strategie, SOP",2025-12-24
Statistical Modeling Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/statistical_modeling_guide.md,"Erstelle einen umfassenden Leitfaden zum Erlernen statistischer Modellierung mit Beispielen, der folgende Komponenten behandelt:",AI 4 FREE EDUCATION,Einsteiger,"Training, Adoption, Analyse",2025-12-24
Transformers Coloring Book,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/Transformers_Coloring_Book.md,"Erstelle einen detaillierten und vielseitigen ChatGPT-Prompt für die Gestaltung eines Transformers-thematischen Schwarz-Weiß-Malbuchs, das für die Verwendung auf mehreren...",AI 4 FREE EDUCATION,Einsteiger,"Kids, Content",2025-12-24
Ai Academy Setup Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/ai_academy_setup_plan.md,"Hilf mir, einen umfassenden Plan zur Einrichtung einer KI-Akademie für Kinder zu entwerfen. Das Programm wird zunächst kostenlos sein, aber später kostenpflichtige Abonnements...",AI 4 KIDS,Einsteiger,"Kids, Training, Finance, Content, LinkedIn",2025-12-24
Analyze Taking Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/analyze_taking_course.md,"Du bist ein KI-Assistent, der einem Nutzer helfen soll zu entscheiden, ob er für einen bestimmten Kurs bezahlen sollte. Dein Ziel ist es, eine gut begründete Empfehlung...",AI 4 KIDS,Profi,"Kids, Training, Finance, Analyse, Decision",2025-12-24
Apply Financial Aid Private Schools,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/apply_financial_aid_private_schools.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 KIDS,Profi,"Kids, Finance, Prozesse",2025-12-24
Bird And Insect Identification Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/Bird%20And%20Insect%20Identification%20Course.md,"Erstelle einen detaillierten Unterrichtsplan für einen Online-Kurs zur Identifizierung von Vögeln und Insekten, der darauf ausgelegt ist, Schüler mit der lokalen Tierwelt zu...",AI 4 KIDS,Einsteiger,"Kids, Training, Analyse",2025-12-24
Book Finding Challenges,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/Book%20Finding%20Challenges.md,"Identifiziere und diskutiere die häufigen Probleme, auf die Eltern und Lehrer bei der Suche nach Büchern für Kinder stoßen. Stelle sicher, dass du die folgenden Aspekte behandelst:",AI 4 KIDS,Einsteiger,"Kids, Finance, Content",2025-12-24
Build Custom College List,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/build_custom_college_list.md,"Entwickle einen detaillierten Leitfaden, um einem Oberstufenschüler dabei zu helfen, eine maßgeschneiderte College-Liste zu erstellen, die mit verschiedenen wichtigen Kriterien...",AI 4 KIDS,Profi,"Kids, Finance",2025-12-24
Careers Presentation Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/careers_presentation_overview.md,"Erstellen Sie eine Präsentation mit 10-12 Folien für einen Berufsinformationstag, die sich an Gymnasiasten richtet. Das Ziel ist es, sie durch eine persönliche Karrierereise zu...",AI 4 KIDS,Experte,"Kids, Adoption, Mindset",2025-12-24
Create Ad Strategy For Schools,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_ad_strategy_for_schools.md,"Erstelle eine detaillierte Werbestrategie für das Programm ""Renew Our Schools"" von Resource Central, das speziell auf Lehrer in Colorado abzielt. Hier sind die Anforderungen...",AI 4 KIDS,Profi,"Kids, Finance, Content, Strategie",2025-12-24
Create E Learning Training Manuals,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_e_learning_training_manuals.md,Erstelle umfassende Schulungshandbücher und Coaching-Protokolle für E-Learning-Kurse. Gehe auf die folgenden Komponenten im Detail ein:,AI 4 KIDS,Einsteiger,"Kids, Training, Content, Strategie",2025-12-24
