Title,PromptURL,Description,Category,PromptTags,Updated
Ai Incident Response Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_incident_response_guide.md,Erstelle einen umfassenden Leitfaden zur Implementierung von KI für Incident Response in einer Organisation. Füge die folgenden Elemente hinzu:,AI 4 WORK,"Strategie, Prozesse, Safety, Adoption",2025-12-24
Ai Incident Response Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_security/ai_incident_response_guide.md,Erstelle einen comprehensive Leitfaden on implementing AI for Incident Response in an organization. Füge ein the following elements:,AI 4 WORK,"Strategie, Prozesse",2025-12-24
Ai Innovation Center Development,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/AI%20Innovation%20Center%20Development.md,Erstelle eine Gliederung und biete Beratung für die Entwicklung eines AI Innovation Center (AIC) und begleitender 1000 Wohneinheiten auf einem 50 Hektar großen Gelände an der...,AI 4 WORK,"Strategie, Stakeholder, Finance, Content",2025-12-24
Ai Innovation Center Development,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/AI%20Innovation%20Center%20Development.md,Erstelle einenn Gliederung and provide guidance for the development of an AI Innovation Center (AIC) and accompanying 1000 residential units on a 50-acre site at Exciting...,AI 4 WORK,"Strategie, Stakeholder, Finance, Content",2025-12-24
Ai Innovation Center Development,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/AI%20Innovation%20Center%20Development.md,"Create an outline and provide guidance for the development of an AI Innovation Center (AIC) and accompanying 1000 residential units on a 50-acre site at Exciting Idlewild Blvd,...",AI 4 WORK,"Strategie, Stakeholder, Finance, Content",2025-12-24
Ai Innovation Center Development,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/AI%20Innovation%20Center%20Development.md,Erstelle eine Gliederung und biete Beratung für die Entwicklung eines AI Innovation Center (AIC) und begleitender 1000 Wohneinheiten auf einem 50 Hektar großen Gelände an der...,AI 4 WORK,"Strategie, Stakeholder, Finance, Content",2025-12-24
Ai Outplacement Service Proposal,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_outplacement_service_proposal.md,"Erstellen Sie einen detaillierten Vorschlag für einen KI-basierten Service, der die derzeit von Unternehmen als Teil eines Austrittspakets angebotenen menschlichen...",AI 4 WORK,"Reporting, Strategie, Content",2025-12-24
Ai Outplacement Service Proposal,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_outplacement_service_proposal.md,Erstelle einen detailed proposal for an AI-based service that can replace the human outplacement services currently offered by companies as part of an exit package. The AI...,AI 4 WORK,"Reporting, Strategie",2025-12-24
Ai Outplacement Service Proposal,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_outplacement_service_proposal.md,Create a detailed proposal for an AI-based service that can replace the human outplacement services currently offered by companies as part of an exit package. The AI service...,AI 4 WORK,"Reporting, Strategie",2025-12-24
Ai Outplacement Service Proposal,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_outplacement_service_proposal.md,"Erstellen Sie einen detaillierten Vorschlag für einen KI-basierten Service, der die derzeit von Unternehmen als Teil eines Austrittspakets angebotenen menschlichen...",AI 4 WORK,"Reporting, Strategie, Content",2025-12-24
Ai Powered Consumer Insights,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_powered_consumer_insights.md,"Erstelle eine ausführliche Inhaltsgliederung für einen Artikel über ""KI-gestützte Verbrauchereinblicke: Wie FMCG-Führungskräfte der Kurve voraus bleiben können."" Beziehe...",AI 4 WORK,"Strategie, Adoption, Content, Analyse",2025-12-24
Ai Powered Consumer Insights,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_powered_consumer_insights.md,"Erstelle einenn in-depth Inhalt Gliederung for an article on ""AI-powered consumer insights: How FMCG leaders can stay ahead of the curve."" Füge ein the following key aspects:",AI 4 WORK,"Strategie, Content",2025-12-24
Ai Powered Consumer Insights,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_powered_consumer_insights.md,"Create an in-depth content outline for an article on ""AI-powered consumer insights: How FMCG leaders can stay ahead of the curve."" Include the following key aspects:",AI 4 WORK,"Strategie, Content",2025-12-24
Ai Powered Consumer Insights,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_powered_consumer_insights.md,"Erstelle eine ausführliche Inhaltsgliederung für einen Artikel über ""KI-gestützte Verbrauchereinblicke: Wie FMCG-Führungskräfte der Kurve voraus bleiben können."" Beziehe...",AI 4 WORK,"Strategie, Adoption, Content, Analyse",2025-12-24
Ai Product Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/AI_Product_Guide.md,"""Ich benötige von dir einen digitalen Produktleitfaden, den ich zum Thema 'KI für Dummies' verkaufen kann. Dieser Leitfaden sollte anfängerfreundlich, nicht einschüchternd sein...",AI 4 WORK,"Automation, Adoption, Finance, Content, Retail",2025-12-24
Ai Product Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/AI_Product_Guide.md,"""I need you to create a digital product guide that I can sell on the topic 'AI for Dummies.' This guide should be beginner-friendly, non-intimidating, and designed for readers...",AI 4 WORK,"Automation, Content",2025-12-24
Ai Product Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/AI_Product_Guide.md,"""Ich benötige von dir einen digitalen Produktleitfaden, den ich zum Thema 'KI für Dummies' verkaufen kann. Dieser Leitfaden sollte anfängerfreundlich, nicht einschüchternd sein...",AI 4 WORK,"Automation, Adoption, Finance, Content, Retail",2025-12-24
Ai Product Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_produkt/AI_Product_Guide.md,"""I need you to create a digital product Leitfaden that I can sell on the topic 'AI for Dummies.' This Leitfaden should be Einsteiger-friendly, non-intimidating, and designed...",AI 4 WORK,"Automation, Content",2025-12-24
Ai Project Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_project_management_guide.md,"Erstellen Sie einen umfassenden Leitfaden darüber, wie KI, insbesondere ChatGPT, Projektmanager bei folgenden Aufgaben unterstützen kann:",AI 4 WORK,"Reporting, Strategie, Decision, Prozesse, Stakeholder",2025-12-24
Ai Project Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_project_management_guide.md,"Create a comprehensive guide on how AI, especially ChatGPT, can assist project managers with the following tasks:",AI 4 WORK,"Reporting, Strategie, Decision, Prozesse, Stakeholder",2025-12-24
Ai Project Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_project_management_guide.md,"Erstellen Sie einen umfassenden Leitfaden darüber, wie KI, insbesondere ChatGPT, Projektmanager bei folgenden Aufgaben unterstützen kann:",AI 4 WORK,"Reporting, Strategie, Decision, Prozesse, Stakeholder",2025-12-24
Ai Projekt Management Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_project_management_guide.md,"Erstelle einen comprehensive Leitfaden on how AI, especially ChatGPT, can assist Projekt managers with the following tasks:",AI 4 WORK,"Reporting, Strategie, Decision, Prozesse, Stakeholder",2025-12-24
Ai Skills Enhancement,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_skills_enhancement.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich erfüllen können. Atmen Sie tief durch und gehen Sie es Schritt für Schritt an....",AI 4 WORK,Training,2025-12-24
Ai Skills Enhancement,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_skills_enhancement.md,Stelle mir clarifying Fragen until you are 95% confident you can complete the task successfully. Atme tief durch and take it Schritt für Schritt. Remember to search the...,AI 4 WORK,Training,2025-12-24
Ai Skills Enhancement,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_skills_enhancement.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 WORK,Training,2025-12-24
Ai Skills Enhancement,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_skills_enhancement.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich erfüllen können. Atmen Sie tief durch und gehen Sie es Schritt für Schritt an....",AI 4 WORK,Training,2025-12-24
Ai Solution Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_solution_guide.md,Erstelle einen umfassenden Leitfaden zum Aufbau einer KI-Lösung innerhalb eines AI Center of Excellence (CoE) einer professionellen Dienstleistungsfirma. Konzentriere dich auf...,AI 4 WORK,"Strategie, Prozesse, Safety",2025-12-24
Ai Solution Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_solution_guide.md,Create a comprehensive guide for building an AI solution within a professional services firm's AI Center of Excellence (CoE). Focus on developing an in-depth document that...,AI 4 WORK,"Strategie, Prozesse, Adoption",2025-12-24
Ai Solution Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_solution_guide.md,Erstelle einen umfassenden Leitfaden zum Aufbau einer KI-Lösung innerhalb eines AI Center of Excellence (CoE) einer professionellen Dienstleistungsfirma. Konzentriere dich auf...,AI 4 WORK,"Strategie, Prozesse, Safety",2025-12-24
Ai Solution Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_solution_guide.md,Erstelle einen comprehensive Leitfaden for building an AI solution within a professional services firm's AI Center of Excellence (CoE). Focus on entwickeln an in-depth document...,AI 4 WORK,"Strategie, Prozesse, Adoption",2025-12-24
Ai Solutions For Executive Assistants,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_solutions_for_executive_assistants.md,"Ich suche nach KI-gesteuerten Lösungsideen, um Executive Assistants (EAs) bei der effizienteren Verwaltung delegierter Kalenderaufgaben zu unterstützen. Die Lösungen sollten...",AI 4 WORK,"Prozesse, Automation, Adoption",2025-12-24
Ai Solutions For Executive Assistants,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_solutions_for_executive_assistants.md,I am looking for AI-driven solution ideas to assist Executive Assistants (EAs) in managing delegated calendar tasks more efficiently. The solutions should focus on helping EAs...,AI 4 WORK,"Prozesse, Automation, Adoption",2025-12-24
Ai Solutions For Executive Assistants,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_solutions_for_executive_assistants.md,I am looking for AI-driven solution ideas to assist Executive Assistants (EAs) in managing delegated calendar tasks more efficiently. The solutions should focus on helping EAs...,AI 4 WORK,"Prozesse, Automation, Adoption",2025-12-24
Ai Solutions For Executive Assistants,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_solutions_for_executive_assistants.md,"Ich suche nach KI-gesteuerten Lösungsideen, um Executive Assistants (EAs) bei der effizienteren Verwaltung delegierter Kalenderaufgaben zu unterstützen. Die Lösungen sollten...",AI 4 WORK,"Prozesse, Automation, Adoption",2025-12-24
Ai Tools For Neurodivergent Individuals,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_tools_for_neurodivergent_individuals.md,"Erstelle einen umfassenden Leitfaden, der die besten Wege aufzeigt, wie neurodivergente Personen, insbesondere solche mit ADHS, KI-Tools wie ChatGPT für Produktivität,...",AI 4 WORK,"Strategie, Template, SOP, Prozesse, Mindset",2025-12-24
Ai Tools For Neurodivergent Individuals,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_tools_for_neurodivergent_individuals.md,"Erstelle einen comprehensive Leitfaden outlining the best ways neurodivergent individuals, particularly those with ADHD, can utilize AI Tools like ChatGPT for productivity,...",AI 4 WORK,"Strategie, Template, Prozesse, Email, Content",2025-12-24
Ai Tools For Neurodivergent Individuals,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_tools_for_neurodivergent_individuals.md,"Create a comprehensive guide outlining the best ways neurodivergent individuals, particularly those with ADHD, can utilize AI tools like ChatGPT for productivity, creativity,...",AI 4 WORK,"Strategie, Template, Prozesse, Email, Content",2025-12-24
